marca,nombre_vehiculo,bateria,caballo_fuerza,velocidad_max,performance,precio,combustible,asientos,torque,bateria_unidad,bateria_valor,caballo_fuerza_unidad
mitsubishi,Mirage G4,"1,200 cc",78,170,12.0,17000.0,gasolina,5,100,cc,1200.0,
mitsubishi,Outlander,"2,500 cc",181,190,9.5,28000.0,gasolina,7,245,cc,2500.0,
mitsubishi,Outlander PHEV,"2,400 cc / 20 kWh battery",248,170,10.5,39000.0,hibrido,5,300,cc,240020.0,
mitsubishi,Eclipse Cross,"1,500 cc",152,180,9.8,25000.0,gasolina,5,250,cc,1500.0,
mitsubishi,ASX (Outlander Sport),"2,000 cc",148,190,10.0,23000.0,gasolina,5,197,cc,2000.0,
mitsubishi,Pajero,"3,200 cc",189,180,10.5,40000.0,diesel,7,441,cc,3200.0,
mitsubishi,Pajero Sport,"2,400 cc",181,180,11.0,35000.0,diesel,7,430,cc,2400.0,
mitsubishi,Triton (L200),"2,400 cc",181,177,10.5,25000.0,diesel,5,430,cc,2400.0,
mitsubishi,Lancer Evolution X,"2,000 cc",291,240,5.0,40000.0,gasolina,5,407,cc,2000.0,
mitsubishi,i-MiEV (Electric),16 kWh battery,66,130,15.0,23000.0,electrico,4,196,kWh,16.0,
mitsubishi,Xpander,"1,500 cc",105,170,13.5,20000.0,gasolina,7,141,cc,1500.0,
mitsubishi,Delica D:5,"2,200 cc",145,175,11.0,35000.0,diesel,7,360,cc,2200.0,
mitsubishi,Colt,"1,100 - 1,500 cc",75,180,9.0,15000.0,gasolina,5,100,cc,1100.0,
mitsubishi,Grandis,"2,400 cc",165,190,11.0,25000.0,gasolina,7,217,cc,2400.0,
mitsubishi,Outlander Black Edition,"2,500 cc",181,190,9.5,32000.0,gasolina,7,245,cc,2500.0,
mitsubishi,Outlander SEL,"2,500 cc",181,190,9.5,31000.0,gasolina,7,245,cc,2500.0,
mitsubishi,Outlander SE,"2,500 cc",181,190,9.5,29000.0,gasolina,7,245,cc,2500.0,
mitsubishi,Eclipse Cross Black Edition,"1,500 cc",152,180,9.8,28000.0,gasolina,5,250,cc,1500.0,
mitsubishi,ASX Exceed,"2,000 cc",148,190,10.0,26000.0,gasolina,5,197,cc,2000.0,
mitsubishi,Triton Athlete,"2,400 cc",181,177,10.5,27000.0,diesel,5,430,cc,2400.0,
mitsubishi,Pajero Final Edition,"3,200 cc",189,180,10.5,45000.0,diesel,7,441,cc,3200.0,
mitsubishi,L200 Barbarian X,"2,400 cc",181,177,10.5,30000.0,diesel,5,430,cc,2400.0,
mitsubishi,Space Star,"1,200 cc",78,170,12.0,15000.0,gasolina,5,100,cc,1200.0,
mitsubishi,Lancer EX,"1,600 - 2,000 cc",117,200,10.0,20000.0,gasolina,5,154,cc,1600.0,
mitsubishi,Montero Sport,"2,400 cc",181,180,11.0,35000.0,diesel,7,430,cc,2400.0,
mitsubishi,Attrage,"1,200 cc",78,170,12.5,15000.0,gasolina,5,100,cc,1200.0,
mitsubishi,RVR SE,"2,000 cc",148,190,10.5,23000.0,gasolina,5,197,cc,2000.0,
mitsubishi,Delica Van,"2,000 - 2,200 cc",145,175,11.5,30000.0,diesel,7,360,cc,2000.0,
mitsubishi,Lancer GLX,"1,600 cc",115,190,11.5,17000.0,gasolina,5,154,cc,1600.0,
mitsubishi,Pajero GLS,"3,200 cc",189,180,10.5,45000.0,diesel,7,441,cc,3200.0,
mitsubishi,Xpander Cross,"1,500 cc",105,170,12.0,20000.0,gasolina,7,141,cc,1500.0,
mitsubishi,Eclipse Cross PHEV,"2,400 cc",188,180,10.5,35000.0,híbrido enchufable,5,199,cc,2400.0,
mitsubishi,Outlander ES,"2,500 cc",181,190,9.5,28000.0,gasolina,7,245,cc,2500.0,
mitsubishi,Montero GLX,"2,400 cc",181,180,11.0,35000.0,diesel,7,430,cc,2400.0,
mitsubishi,Triton GLX-R,"2,400 cc",181,177,10.5,27000.0,diesel,5,430,cc,2400.0,
mitsubishi,ASX Dynamic,"2,000 cc",148,190,10.0,25000.0,gasolina,5,197,cc,2000.0,
mitsubishi,Mirage ES,"1,200 cc",78,170,12.5,15000.0,gasolina,5,100,cc,1200.0,
mitsubishi,Outlander LE,"2,500 cc",181,190,9.5,30000.0,gasolina,7,245,cc,2500.0,
mitsubishi,Space Runner,"1,800 cc",140,185,10.5,20000.0,gasolina,5,170,cc,1800.0,
mitsubishi,Toppo BJ,660 cc,52,130,15.0,10000.0,gasolina,4,60,cc,660.0,
mitsubishi,Chariot,"2,000 cc",140,185,10.5,20000.0,gasolina,7,170,cc,2000.0,
mitsubishi,Lancer SE Limited,"2,000 cc",148,200,10.0,20000.0,gasolina,5,197,cc,2000.0,
mitsubishi,Pajero SWB (Short Wheel Base),"3,200 cc",189,180,10.5,45000.0,diesel,5,441,cc,3200.0,
mitsubishi,Delica Space Gear,"2,400 cc",145,170,13.0,30000.0,gasolina,7,206,cc,2400.0,
mitsubishi,i (Kei Car),660 cc,64,130,15.5,12000.0,gasolina,4,94,cc,660.0,
mitsubishi,Dion,"2,000 cc",135,180,11.5,15000.0,gasolina,7,181,cc,2000.0,
mitsubishi,Airtrek,"2,400 cc",160,190,11.0,20000.0,gasolina,5,214,cc,2400.0,
mitsubishi,eK Space,660 cc,52,130,15.0,10000.0,gasolina,4,60,cc,660.0,
mitsubishi,eK X,660 cc,64,140,13.5,12000.0,gasolina,4,94,cc,660.0,
mitsubishi,Colt CZC Convertible,"1,500 cc",147,200,9.5,25000.0,gasolina,4,210,cc,1500.0,
mitsubishi,Galant Fortis,"2,000 cc",154,200,10.0,18000.0,gasolina,5,200,cc,2000.0,
mitsubishi,Endeavor,"3,800 cc",225,190,9.5,28000.0,gasolina,5,343,cc,3800.0,
mitsubishi,Grand Lancer,"1,800 cc",138,190,11.5,20000.0,gasolina,5,173,cc,1800.0,
mitsubishi,Sigma,"3,000 cc",210,220,8.5,35000.0,gasolina,5,270,cc,3000.0,
mitsubishi,Town Box,660 cc,48,120,16.0,10000.0,gasolina,4,60,cc,660.0,
mazda,Mazda3,"2,000 cc",155,200,8.9,22000.0,gasolina,5,213,cc,2000.0,
mazda,Mazda3 Hatchback,"2,500 cc",186,210,8.3,24000.0,gasolina,5,252,cc,2500.0,
mazda,Mazda6,"2,500 cc",250,240,6.4,27000.0,gasolina,5,420,cc,2500.0,
mazda,CX-3,"2,000 cc",146,180,9.5,21000.0,gasolina,5,197,cc,2000.0,
mazda,CX-30,"2,500 cc",186,204,8.7,23000.0,gasolina,5,252,cc,2500.0,
mazda,CX-5,"2,500 cc",187,200,8.8,26000.0,gasolina,5,252,cc,2500.0,
mazda,CX-50,"2,500 cc",256,220,6.9,29000.0,gasolina,5,434,cc,2500.0,
mazda,CX-8,"2,200 cc",187,200,9.2,36000.0,diesel,7,450,cc,2200.0,
mazda,CX-9,"2,500 cc",250,210,7.2,38000.0,gasolina,7,420,cc,2500.0,
mazda,CX-90,"3,300 cc",340,240,6.2,50000.0,gasolina,7,500,cc,3300.0,
mazda,MX-5 Miata,"2,000 cc",181,225,6.5,27000.0,gasolina,2,205,cc,2000.0,
mazda,MX-5 Miata RF,"2,000 cc",181,225,6.5,33000.0,gasolina,2,205,cc,2000.0,
mazda,MX-30 Electric,35.5 kWh battery,143,140,9.7,33000.0,electrico,5,271,kWh,35.5,
mazda,CX-4,"2,000 cc",158,190,9.6,22000.0,gasolina,5,202,cc,2000.0,
mazda,CX-7,"2,300 cc",244,210,7.9,28000.0,gasolina,5,350,cc,2300.0,
mazda,Tribute,"3,000 cc",200,190,9.0,24000.0,gasolina,5,270,cc,3000.0,
mazda,B-Series Pickup,"2,500 cc",143,170,11.5,20000.0,diesel,5,330,cc,2500.0,
mazda,BT-50,"3,200 cc",200,180,10.0,27000.0,diesel,5,470,cc,3200.0,
mazda,RX-7,"1,300 cc",276,250,5.5,30000.0,gasolina,4,314,cc,1300.0,
mazda,RX-3,"1,200 cc",110,180,8.9,15000.0,gasolina,4,145,cc,1200.0,
mazda,323F,"1,600 cc",105,180,10.5,14000.0,gasolina,5,145,cc,1600.0,
mazda,Familia Sedan,"1,500 cc",100,175,11.0,12000.0,gasolina,5,135,cc,1500.0,
mazda,Premacy,"2,000 cc",138,190,9.8,18000.0,gasolina,7,180,cc,2000.0,
mazda,Demio,"1,500 cc",108,180,10.2,13000.0,gasolina,5,142,cc,1500.0,
mazda,Millenia,"2,300 cc",210,215,8.2,25000.0,gasolina,5,280,cc,2300.0,
mazda,Eunos Cosmo,"2,000 cc",280,240,6.0,40000.0,gasolina,4,300,cc,2000.0,
mazda,Atenza,"2,500 cc",192,210,8.5,22000.0,gasolina,5,252,cc,2500.0,
mazda,Roadpacer AP,"1,300 cc",130,170,11.5,20000.0,gasolina,5,165,cc,1300.0,
mazda,626,"2,000 cc",140,190,9.5,18000.0,gasolina,5,180,cc,2000.0,
mazda,929,"3,000 cc",205,220,8.0,25000.0,gasolina,5,270,cc,3000.0,
mazda,Luce,"1,800 cc",135,180,10.5,15000.0,gasolina,5,170,cc,1800.0,
mazda,Capella,"1,600 cc",110,175,11.2,14000.0,gasolina,5,145,cc,1600.0,
mazda,Carol,660 cc,63,140,15.5,9000.0,gasolina,4,90,cc,660.0,
mazda,Autozam AZ-1,657 cc,63,140,11.0,12000.0,gasolina,2,85,cc,657.0,
mazda,Spiano,660 cc,54,130,16.0,8000.0,gasolina,4,80,cc,660.0,
mazda,Verisa,"1,500 cc",113,170,11.0,14000.0,gasolina,5,140,cc,1500.0,
mazda,MX-6,"2,500 cc",164,210,8.8,18000.0,gasolina,4,215,cc,2500.0,
mazda,MPV,"3,000 cc",200,185,9.5,25000.0,gasolina,7,265,cc,3000.0,
mazda,Proceed Marvie,"2,600 cc",120,160,12.0,20000.0,gasolina,5,200,cc,2600.0,
mazda,Sentia,"3,000 cc",200,200,9.0,22000.0,gasolina,5,265,cc,3000.0,
mazda,Cronos,"2,500 cc",160,190,8.5,18000.0,gasolina,5,210,cc,2500.0,
mazda,Scrum,660 cc,63,130,15.0,9000.0,gasolina,4,85,cc,660.0,
mazda,Parkway,"1,800 cc",115,160,12.5,20000.0,gasolina,5,155,cc,1800.0,
mazda,Titan (Truck),"3,000 cc",130,120,15.0,25000.0,diesel,2,300,cc,3000.0,
mazda,CX-60,"2,500 cc",187,200,8.5,40000.0,gasolina/diesel,5,250,cc,2500.0,
mazda,CX-80,"3,000 cc",250,210,7.5,45000.0,gasolina,7,400,cc,3000.0,
mazda,T1500,"1,500 cc",75,120,18.0,15000.0,gasolina,2,105,cc,1500.0,
mazda,Bongo Van,"2,000 cc",100,160,14.0,18000.0,gasolina/diesel,3,140,cc,2000.0,
mazda,Bongo Friendee,"2,500 cc",115,160,12.5,20000.0,gasolina/diesel,7,160,cc,2500.0,
mazda,Revue,"1,300 cc",75,130,15.5,10000.0,gasolina,5,110,cc,1300.0,
mazda,Protegé,"1,800 cc",125,185,9.0,15000.0,gasolina,5,170,cc,1800.0,
mazda,Xedos 6,"2,500 cc",170,215,8.5,25000.0,gasolina,5,230,cc,2500.0,
mazda,Xedos 9,"3,000 cc",200,220,7.5,30000.0,gasolina,5,260,cc,3000.0,
mazda,121,"1,300 cc",70,155,13.0,12000.0,gasolina,5,110,cc,1300.0,
mazda,1200,"1,200 cc",60,130,16.0,10000.0,gasolina,4,90,cc,1200.0,
mazda,1500,"1,500 cc",85,145,14.0,12000.0,gasolina,5,120,cc,1500.0,
mazda,RX-2,"1,308 cc",130,185,8.5,20000.0,gasolina,4,220,cc,1308.0,
mazda,RX-5,"1,588 cc",135,190,8.0,25000.0,gasolina,4,210,cc,1588.0,
mazda,RX-7 Spirit R,"1,308 cc",280,250,5.5,35000.0,gasolina,2,290,cc,1308.0,
mazda,Cosmo Sport (110S),"1,000 cc",110,170,10.0,30000.0,gasolina,2,150,cc,1000.0,
mazda,Eunos 500,"1,998 cc",135,200,9.0,25000.0,gasolina,5,170,cc,1998.0,
mazda,Eunos Roadster,"1,590 cc",116,180,9.5,15000.0,gasolina,2,140,cc,1590.0,
mazda,Familia Astina,"1,800 cc",135,200,8.5,20000.0,gasolina,5,170,cc,1800.0,
mazda,Savanna RX-7,"1,308 cc",165,230,7.5,28000.0,gasolina,2,230,cc,1308.0,
mazda,Capella Cargo,"2,000 cc",115,180,12.0,18000.0,gasolina,4,160,cc,2000.0,
mazda,818,"1,600 cc",100,170,12.5,14000.0,gasolina,5,130,cc,1600.0,
mazda,Sentia Hardtop Coupe,"2,500 cc",160,210,8.0,30000.0,gasolina,4,220,cc,2500.0,
mazda,Biante,"2,000 cc",150,185,10.0,22000.0,gasolina,7,200,cc,2000.0,
mazda,Premacy Hydrogen RE Hybrid,"1,308 cc",200,180,9.5,40000.0,hibrido,5,260,cc,1308.0,
mazda,Carol P360,360 cc,26,85,35.0,8000.0,gasolina,4,45,cc,360.0,
mazda,T2000,"2,000 cc",110,170,12.5,18000.0,gasolina,2,160,cc,2000.0,
mazda,AZ-Offroad,"1,298 cc",85,145,12.0,15000.0,gasolina,5,130,cc,1298.0,
mazda,Scrum Wagon,657 cc,64,120,15.5,10000.0,gasolina,4,95,cc,657.0,
mazda,Persona,"1,497 cc",92,160,13.5,13000.0,gasolina,5,130,cc,1497.0,
mazda,Astina,"1,800 cc",140,190,8.5,20000.0,gasolina,5,160,cc,1800.0,
mazda,Etude,"1,598 cc",105,170,10.0,14000.0,gasolina,5,135,cc,1598.0,
mazda,Porter,"1,497 cc",95,130,14.0,12000.0,gasolina,2,130,cc,1497.0,
mazda,MX-3,"1,598 cc",130,190,8.5,18000.0,gasolina,4,140,cc,1598.0,
mazda,MX-5 Superlight Concept,"1,798 cc",143,200,7.5,30000.0,gasolina,2,160,cc,1798.0,
mazda,Premacy Hydrogen RE,"1,308 cc",200,180,9.5,40000.0,hibrido,5,260,cc,1308.0,
mazda,Bongo Truck,"1,998 cc",120,130,15.0,15000.0,gasolina,2,150,cc,1998.0,
mazda,Rotary Pickup,"1,308 cc",130,150,14.5,18000.0,gasolina,2,160,cc,1308.0,
mazda,Luce Rotary Coupe,"1,308 cc",135,175,12.0,25000.0,gasolina,4,180,cc,1308.0,
mazda,Millenia S,"2,500 cc",200,220,8.0,30000.0,gasolina,5,250,cc,2500.0,
mazda,787B (Race Car),"2,620 cc",700,320,3.5,5000000.0,gasolina,1,500,cc,2620.0,
toyota,Crown Signia,2487 cc,240,180,7.6,,hibrido (gas + electrico),5,239,cc,2487.0,
toyota,4Runner (6th Gen),2393 cc + Battery,326,180,6.8,50000.0,hibrido,7,630,cc,2393.0,
toyota,Corolla Cross,1987 cc / Hybrid batt,169196,190,,,gas / hibrido,5,190210,cc,1987.0,
toyota,C-HR+,1798 / 1987 cc + batt,140198,180,,,hibrido,5,190205,cc,17981987.0,
toyota,RAV4 (6th Gen),2487 cc + batt,219302,200,,,hibrido enchufable,5,221400,cc,2487.0,
